jawa,indo
Nah pas takok koncoku iku teko Menjalin sing wes digaringno terus diolah dadi bal ambek liyan-liyane maeng,"Nah, setelah kutanya temanku, bola itu terbuat dari menjalin yang sudah dikeringkan lalu diolah jadi bola dengan bahan tambahan lainnya"
Menjalin iku asline yo rotan iku tapi nag daerah gonanku iku jenenge Menjalin,"Menjalin itu sebenarnya ya rotan, tapi di daerahku namanya Menjalin"
Dadi bal iku maeng ora gampang bejat soale iku atose pol,Jadi bola itu tidak mudah rusak karena sangat keras
Cara nabung saiki akeh banget maceme,Cara menabung sekarang sangat banyak macamnya
Wiwit sing paling gampang nganti sing paling ribet iku ana,Mulai dari yang paling mudah hingga yang paling rumit semuanya ada
Kanggo nabung sakjane bisa nggawe cara sing paling gampang supaya nalika butuh dhuwit kanggo tuku barang sing dipengeni bisa langsung dijupuk utawa dicairake,Untuk menabung sebenarnya bisa menggunakan cara yang paling sederhana agar ketika butuh uang untuk membeli barang yang diinginkan bisa langsung diambil atau dicairkan.
Nabung sing paling gampang sakjane nabung ing celengan sing ana ing omah,Menabung yang paling sederhana sebenarnya adalah menabung di celengan yang ada di rumah
Kowe bisa saben dina ngelebokna dhuwit ing celengan,Kamu bisa setiap hari memasukkan uang ke celengan
Nanging sing gaenak saka nyelengi dhewe ana ing omah yaiku dhuwit iku gampang kanggo dijupuk saengga celengan iku ora cepet kebak,Tapi yang kurang enak dari menabung di celengan di rumah adalah uang itu mudah diambil sehingga celengan tidak cepat penuh
Sing paling aman yaiku ngelebokna dhuwit ana ing bank utawa diinvestasikna ana ing pasar saham,Yang paling aman adalah menyimpan uang di bank atau menginvestasikannya di pasar saham
Akeh banget cara sing bisa dilakoni kanggo nabung mula kowe bisa wiwit nabung supaya bisa gampang yen pengin tuku barang sing dipengini,"Ada banyak cara yang bisa dilakukan untuk menabung, jadi kamu bisa mulai menabung agar mudah saat ingin membeli barang yang diinginkan."
Aku tau liburan nag pantai nang daerah tulung agung jawa timur,"Aku pernah liburan ke pantai di daerah Tulungagung, Jawa Timur"
Pantai ne iku sing garai aku kelingan sampek saiki soale apike pol,Pantainya itu membuatku teringat sampai sekarang karena sangat indah
Pantaine iku pasire putih ambek onoh hutan pinuse sing lumayan omboh dadi nag kono yo kenek di gawe kemah,Pantainya itu pasirnya putih dan ada hutan pinus yang cukup luas sehingga di sana juga bisa dibuat berkemah
Mari ngunu ono gubuk-gubukan sing kenek di gawe leyeh-leyeh ambek delok gedene ombak,Selain itu ada gubuk-gubukan yang bisa digunakan untuk bersantai sambil melihat besarnya ombak
Tapi nak nang kene ono sing jenenge air terjune barang,Tapi di sana juga ada air terjunnya
Masio air terjune ora duwur tapi iku cukup garai pemandangane uapik,"Meski air terjunnya tidak tinggi, tapi itu cukup membuat pemandangannya menjadi indah"
Pas dolan nag perpus kota sing ono nang Kota Batik koncoku iku moro-moro kudu nguyo nah tibake bocahe maeng iku kleru oleh mlebu jedinge mergo ancene jejer lawange tapi asline nang jero iku seje,"Saat main ke perpustakaan kota yang ada di Kota Batik, temanku tiba-tiba harus buang air kecil. Ternyata, dia salah masuk kamar mandi karena pintunya berjejer, tapi ternyata bagian dalamnya berbeda."
Nah pas mlebu moro-moro bocah wedok sing nang jero yo berok-berok,"Ketika masuk, tiba-tiba ada anak perempuan di dalam yang langsung berteriak-teriak"
Terus bocahe langsung metu ambek mlebu sing pinggire nah pas metu deke iku rodok isin mergo ancene kleru oleh mlebu jeding maeng,"Lalu anak itu langsung keluar dan masuk ke yang sebelahnya. Saat keluar, dia agak malu karena ternyata tadi salah masuk kamar mandi"
Yo ora gaok se mergo sing jenenge wog kleru iku wes biasa kedaden nang endi-endi,"Ya tidak apa-apa, karena yang namanya orang salah itu sudah biasa terjadi di mana-mana"
Opo maneh nag wong sing budale kesusu yo tambah gelek dedaden perkoro iku maeng,"Apalagi kalau orangnya terburu-buru, ya tambah besar kemungkinan terjadinya hal itu"
Mangkane masio iku maeng kesusu kudune yo ati-ati ben ora sampek kedaden perkoro sing ngisini,"Maka meskipun sedang terburu-buru, seharusnya tetap hati-hati agar tidak sampai terjadi hal yang memalukan"
Ulasan produk kuwi dadi salah siji konten sing penting kanggo wong sing arep tuku produk kaya produk komputer HP lan sak panunggale,Review produk merupakan salah satu konten terpenting bagi masyarakat yang ingin membeli produk seperti produk komputer HP dan lainnya
Fungsine ulasan produk iki yaiku wong bisa ngerti carane nganggo produk lan uga ngerti kualitas produk kuwi,Fungsi ulasan produk ini adalah agar orang bisa mengetahui cara menggunakan produk dan juga memahami kualitas produk tersebut
Ulasan produk iki bisa dadi salah siji pilihan yen bingung arep tuku barang ning toko utawa liwat online,Ulasan produk ini bisa menjadi salah satu pilihan jika bingung ingin membeli barang di toko atau melalui online
Nanging sak durunge ndelok ulasan iki sing perlu digatekake yaiku ndelok kebutuhan lan sing cocok kanggo awak dhewe,"Namun sebelum melihat ulasan ini, yang perlu diperhatikan adalah melihat kebutuhan dan yang cocok untuk diri sendiri"
Ulasan produk iki dadi patokan lan uga bisa dadi promosi kamangka para penonton iki kudu kritis lan ndelok ama wae keuntungan lan kerugian sing dinduweni produk iki,"Ulasan produk ini menjadi patokan dan juga bisa menjadi promosi, namun para pembaca harus kritis dan melihat baik-baik keuntungan dan kerugian yang dimiliki produk ini"
Ana sing bejo amarga mlebu kampus liwat jalur SNMPTN uga ana sing kudu liwat ujian lan kudu sinau luwih akeh,"Ada yang beruntung bisa masuk kampus melalui jalur SNMPTN, ada juga yang harus melalui ujian dan harus belajar lebih banyak"
Kanggo njaga tempo sinau kuwi ana cara-cara sing bisa dilakoni,"Untuk menjaga tempo belajar, ada cara-cara yang bisa dilakukan"
Kaping pisan ngatur waktu sinau lan istirahat sing cukup lan semampune nanging rutin,"Pertama, atur waktu belajar dan istirahat yang cukup dan semampunya tetapi rutin"
Kaping pindho nggawe jadwal rencana sinau materi sing kudu rutin dilakono,"Kedua, buat jadwal rencana belajar materi yang harus dilakukan rutin"
Kaping telu tetep njaga mangan lan istirahat ben bisa nggarap soal sing tenang,"Ketiga, tetap menjaga makan dan istirahat agar bisa mengerjakan soal dengan tenang"
Banjur ndaftar ning jurusan sing sekirane mampu lan sekirane bisa dirampungke,Lalu daftar di jurusan yang kira-kira mampu dan bisa diselesaikan
Model klambi sing ketat lan uga nduduhake lekuk awak kuwi ning Indonesia ora sesuai karo norma kesopanan senajan ora ana hubungane karo penyebab asusila,Model pakaian yang ketat dan juga memperlihatkan lekuk tubuh itu di Indonesia tidak sesuai dengan norma kesopanan meskipun tidak ada hubungannya dengan penyebab asusila
Yen klambi terlalu ketat kuwi bisa ngalangi peredaran darah lan marai sumuk,Jika pakaian terlalu ketat itu bisa menghalangi peredaran darah dan menyebabkan gerah
Klambi sing ketat iki duwe kemungkinan kanggo suwek apa maneh yen celana kuwi bahane saka katun tipis utawa saka kulit,Pakaian yang ketat ini memiliki kemungkinan untuk rusak apalagi jika celananya terbuat dari katun tipis atau dari kulit
Wis dijamin ora man yen dinggo terlalu ketat,Sudah dipastikan tidak nyaman jika digunakan terlalu ketat
Amarga kuwi sak durunge milih pakaian ayo luwih cermat maneh ben nyaman digawe lan ora isin amarga ana kemungkinan suwek,"Oleh karena itu, sebelum memilih pakaian, mari lebih teliti lagi agar nyaman dipakai dan tidak malu karena ada kemungkinan rusak"
Gelaran piala dunia wingi dadi salah siji acara sing bisa ngumpulake wong kang seneng bal lan ngobati rasa mangkel amarga PSSI langi ngadakake skorsing kanggo bal-balan Indonesia imbas saka kerusuhan ning Kanjuruhan,Gelaran Piala Dunia kemarin menjadi salah satu acara yang bisa mengumpulkan orang yang suka bola dan mengobati rasa kesal karena PSSI melarang pertandingan sepak bola Indonesia akibat kerusuhan di Kanjuruhan
Akeh wong sing ngadakake nobar utawa nonton bareng lan nyediakake panggon uga panganan,Banyak orang yang mengadakan nobar atau nonton bareng dan menyediakan tempat juga makanan
Kafe restoran kanthi bale kelurahan dadi pilihan panggon sing nyaman kanggo nonton bal-balan,"Kafe, restoran, dan balai kelurahan menjadi pilihan tempat yang nyaman untuk menonton sepak bola"
Kamangka kuwi ayo dadi penonton sing cerdas lan bisa njaga ketertiban amarga suporter iki secara ora langsung bisa mbangkitake ekonomi sing lagi lesu,"Oleh karena itu, mari menjadi penonton yang cerdas dan bisa menjaga ketertiban karena para suporter ini secara tidak langsung bisa membangkitkan ekonomi yang sedang lesu"
Misale neng daerah dhewe tinggal utowo kerjo utowo sekolah kui lagi ono lindu gedhe awak dhewe ora perlu panik,"Misalnya di daerah tempat tinggal atau kerja atau sekolah sedang terjadi gempa besar, kita tidak perlu panik"
Panik lan wedi kui gawe pikirane dhewe ora jernih,Panik dan takut itu membuat pikiran kita tidak jernih
Awak dhewe malah iso celoko utowo sedo dudu mergo bencane nanging mergo panike kui,"Kita malah bisa celaka atau meninggal bukan karena bencana, tetapi karena panik"
Panik kui gawe awak pikirane dhewe soyo jelimet,Panik itu membuat pikiran kita semakin kacau
Ora ono solusi sing bakal jedul yan awak dhewe kondisine isih panik,Tidak ada solusi yang akan muncul jika kita masih dalam keadaan panik
Panik iso gawe awak dhewe ngelakoke perkoro-perkoro neng jobo nalar,Panik bisa membuat kita melakukan hal-hal di luar nalar
Yen mlumpat kui sebenere malah kemungkinane dhewe slamet kui malah luwih sitik malah arep ora ono,"Jika melompat itu sebenarnya malah kemungkinan kita selamat itu lebih sedikit, malah hampir tidak ada"
Biyen mbah pas loro mripate mbah dikongkon operasi nang rumah sakit,Dulu nenek waktu sakit matanya diminta operasi di rumah sakit
Jarene operasi iku maeng ora suwe mok sedelok soale lorone ora nemen,"Katanya operasi itu hanya sebentar, karena penyakitnya tidak terlalu berat"
Terus hasile barang yo bakal apik,Kemudian hasilnya pasti akan bagus
Tapi jenenge wong sing rodok wedi pas ate operasi yo tambah wedine megilan,Tapi orang yang agak takut ketika operasi pasti semakin takut saja
Yo asline ben wong ora wedi ambek operasi dokter kudune ora atek nyaranno operasi nag ancene hasile ora apik soale engkon nag pasiene keweden tambah ora waras-waras lak yo tambah garai perkoro anyar maneh,"Jadi sebenarnya kalau orang tidak takut dengan operasi, dokter seharusnya tidak memberitahu bahwa hasilnya tidak baik karena pasien yang takut akan semakin tidak sembuh dan malah menambah masalah baru"
Yo wes diomongno opo onone wae nag apik yo diomongno apik nag elek diomongno elek,"Ya sudah, katakan saja apa adanya, kalau baik ya katakan baik, kalau buruk ya katakan buruk"
Dadi asline sing garai wedi wong nag ate operasi yo polahe tenaga medise maeng sing kurang ngomonge ambek pasiene maeng,"Jadi, sebenarnya yang membuat orang takut saat akan operasi adalah sikap tenaga medis itu sendiri yang kurang komunikatif dengan pasiennya"
Teko media sosial saiki akeh-akehe wong sing nang dokter mesti meriksakno kesehatane soale ono sing bermasalah,"Dari media sosial, sekarang kebanyakan orang yang ke dokter pasti memeriksakan kesehatannya karena ada sesuatu yang bermasalah"
Biasane wong sing teko dokter terus ngerti hasile kesehatane sing ora podo ambek sing dikarepno mesti jumbul,Biasanya orang yang datang ke dokter dan mengetahui hasil kesehatannya yang tidak sesuai harapan pasti kaget
Masalahe wong sing perikso iku sakdurunge ora ngiro nag bakal kedadean sing koyok ngunu,"Masalahnya, orang yang memeriksakan diri itu sebelumnya tidak menyangka akan terjadi hal seperti itu"
Mangkane hasil kire dokter gelek jumbulno pasiene,"Makanya, hasil prediksi dokter sering membuat pasien terkejut"
Terus pasien sing jumbul maeng kadang yo ono sing percoyo yo ono sing ora percoyo soale opo sing dirasakno iku kadang seje ambek dokter,"Lalu pasien yang terkejut tadi ada yang percaya, ada juga yang tidak, karena apa yang dirasakannya kadang berbeda dengan yang disampaikan dokter"
Opo maneh wong sing ono nang daerah gonanku,Apalagi orang yang ada di daerahku
Nag ono dokter sing ngekire ngawor ambek sing diarani ora bakal ono wong sing moro rono,"Kalau ada dokter yang asal menebak, pasti tidak ada orang yang mau datang ke sana"
Ning agama Islam reinkarnasi utawa titisan kuwi ora ana,"Dalam agama Islam, reinkarnasi atau titisan itu tidak ada"
Sing ana yaiku keturunan,Yang ada adalah keturunan
Yen wong sing yakin reinkarnasi kuwi sajane mung ana kemiripan amarga rampung seda wong bakal dikumpulake ning alam kubur lan ora bakal nitis marang wong sing arep lair,"Jika ada orang yang percaya reinkarnasi, sebenarnya itu hanya karena ada kemiripan, sebab setelah meninggal orang akan dikumpulkan di alam kubur dan tidak akan menitis ke orang yang akan lahir"
Reinkarnasi iki kasus sing ora mungkin ana amarga kuwi melenceng saka kitab AlQur an,Reinkarnasi ini adalah hal yang tidak mungkin ada karena itu menyimpang dari kitab Al-Qur'an
Nanging wong akeh sing isih percaya amarga ana konsep-konsep sing ora bisa ditawar kaya konsep ngeregani wong liya amarga ana hukuman sing bakal diolehi yen ora ngelakoni kuwi,Namun banyak orang yang masih percaya karena ada konsep-konsep yang tidak bisa ditawar seperti menghormati orang lain karena ada hukuman yang akan didapatkan jika tidak melakukannya
Kamangka awak dhewe kudu ngaji kanthi bener lan percaya marang ajaran sing ana ning agama ben ora disangka syirik,Padahal kita harus belajar agama dengan benar dan percaya pada ajaran yang ada dalam agama agar tidak dianggap syirik
Cukur wulu sikil kuwi sajane ora sepira penting,Mencukur bulu kaki itu sebenarnya tidak terlalu penting
Yen mung nuruti apa jarene wong liya babagan wong sing nduwe wulu sikil dawa bisa marai birahi kuwi mending ora usah amarga kabeh kuwi ora ana pengaruhe,"Kalau hanya mengikuti kata orang lain tentang bulu kaki yang panjang bisa menimbulkan birahi, lebih baik tidak usah karena semua itu tidak ada pengaruhnya"
Jumlah lan uga gen menungsa uga bedha-bedha,Jumlah dan gen manusia itu juga berbeda-beda
Ora usah ngerasa minder marang apa sing ana ning awak kaya wulu sikil jerawat lan uga liyane,"Tidak usah merasa minder terhadap apa yang ada di tubuh seperti bulu kaki, jerawat, dan lainnya"
Sing penting ya tetep njaga keresikane awak lan uga bisa njaga kepercayaan diri,Yang penting tetap menjaga kebersihan tubuh dan juga bisa menjaga kepercayaan diri
Awak dhewe uga bisa nutupi kekurangan nganggo kelebihan liyane kaya cara nganggo pakaian tingkah laku lan uga akeh cara sing bisa dadi penutup kekurangan sing ana ning awak,"Kita juga bisa menutupi kekurangan dengan kelebihan lain seperti cara berpakaian, sikap, dan banyak cara lain yang bisa menjadi penutup kekurangan yang ada di tubuh"
Aku wis konconan karo Yacub ket awal ketemu neng kampus,Aku sudah berteman dengan Yacub sejak awal bertemu di kampus
Awak dhewe sering diskusi lan garap tugas kuliah bareng,Kita sering berdiskusi dan mengerjakan tugas kuliah bersama
Saswise lulus awak dhewe tetep sering ketemu,"Setelah lulus, kita tetap sering bertemu"
Dee asale seko Demak naging ket dee SMA wis pindah neng Magelang,"Dia berasal dari Demak, tapi sejak SMA dia pindah ke Magelang"
Aku tau nginep neng omahe dee sing ono cerak Magelang kui,Aku pernah menginap di rumahnya yang ada di dekat Magelang itu
Yacub lan kaluargane duwe omah neng Muntilan,Yacub dan keluarganya memiliki rumah di Muntilan
Omahe sing Muntilan kui cerak karo anggota kaluargane sing liyo,Rumahnya yang di Muntilan itu dekat dengan anggota keluarganya yang lain
Omahe kui cerak sawah,Rumahnya itu dekat dengan sawah
Mergo ora ono sing nunggoni omah kui lan uga ora ono sing ngopeni omahe Yacub kui reged banget,"Karena tidak ada yang menempati rumah itu dan juga tidak ada yang merawatnya, rumah Yacub itu sangat kotor"
Tekan kono awak dhewe kudu nyapu disik lan nyepaki kamar kanggo turu,"Sampai di sana, saya harus menyapu dulu dan merapikan kamar untuk tidur."
Suasana neng kono adem banget,Suasananya di sana sangat sejuk.
Rosone seger bedo karo howo neng Bantul sing panas lan kering,"Udara di sana segar, berbeda dengan debu di Bantul yang panas dan kering."
Wong sing nodong senjata neng awak dhewe wong sing sebenere wedi,Orang yang mengancam dengan senjata itu sebenarnya takut.
Misale awak dhewe ditodong tenanan ora mungkin awak dhewe ora ngeroso wedi,"Jika kamu diancam dengan senjata sungguhan, tidak mungkin kamu tidak merasa takut."
Ono lading nempel neng gulune awak dhewe,Ada pisau yang menempel di perutmu.
Jarake dhewe karo kematian kui mung sak irisan,Jarak kita dengan kematian itu hanya seujung pisau.
Nanging sing sebenere wedi kui wong sing nodong kui sing wedi,"Namun yang sebenarnya takut itu adalah orang yang mengancam, dia yang takut."
Yen awak dhewe deloke tampange dhewe sing keweden dheweke ngeroso wani,"Jika kamu melihat wajahmu yang takut, dia akan merasa lebih berani."
