,label,text
282,dalam kegelapan disya melihat kilas masa lalunya,ing peteng disya ndeleng kilasan masa lalune
283,semuanya yang telah berlalu semua yang telah terjadi,semua sing sudah liwati semua sing sudah kelakon
284,semua yang tidak akan pernah sama lagi,semua sing tidak bakal tau padha kamu
285,semua yang selamanya hanya terjadi sekali,semua sing selawase mung kelakon siji
286,semua yang hanya seperti itu saja tetap sama,semua sing mung kayak begitu saja tetap padha
287,tidak berubah tidak akan pernah berubah,tidak owah tidak bakal tau owah
288,itulah kenangan,ikut kenangan
289,disya terbangun meratapi kamarnya kamar tidurnya,disya tangi meratapi kamare kamar tidurne
290,yang berada di rumahnya,sing saya ing omahe
291,membuat disya tersadar semua tadi di desa itu hanyalah sebuah mimpi,nggawe disya sadar semua tadi ing desa itu mung sawijining mimpi
292,namun mimpi itu membangunkan disya dan juga sebuah ingatan,nanging mimpi itu nggawe disya bangun lan juga sawijining ingatan
293,akan kejadian mengerikan yang seharusnya dilupakan oleh disya,babagan kejadian nggegirisi sing harus dilupakan dening disya
294,disya merasa bersalah meninggalkan semua orang di desa itu,disya krasa bersalah ninggal semua orang ing desa itu
295,dalam keadaan yang menyakitkan,ing keadaan sing nyakit
296,namun kini semua orang yang berada di desa itu dapat hidup bahagia,nanging sekarang semua orang sing saya ing desa itu bisa urip bahagia
297,tanpa rasa sakit dalam waktu singkat meski itu hanya di dalam sebuah cerita,tanpa rasa sakit ing wektu singkat meski itu mung ing sawijining carita
298,novel yang disya ciptakan,novel sing disya cipta
299,perasaan yang paling menyedihkan untuk dirasakan manusia adalah perasaan kehilangan,rasa sing paling nyedihkan untuk dirasake manungsa ya ikut perasaan kehilangan
300,kehilangan adalah sesuatu yang tidak pernah kita dapat prediksi dan ketahui,kehilangan ikut sawijining sesuatu sing tidak tau kita prediksi lan mengerti
301,kapan kita kehilangan sesuatu karena itu hargailah sesuatu saat masih ada,kapan kita kehilangan sesuatu amarga itu hargailah sesuatu nalika masih ana
302,tapi mimiknya berubah setelah melihat tanggal di kalender,nanging mimike owah sawise ndeleng tanggal ing kalender
303,yang sebentar lagi habis dipenuhi oleh coretan merah,sing sakwise tidak suwe bakal kebak coretan abang
304,hari lagi menuju tanggal,dina kamu ngadepi tanggal
305,waktunya ia meninggalkan desa ini,waktune dheweke ninggalake desa iki
306,pengabdiannya terhadap anak-anak hebat sebentar lagi akan selesai,pengabdiane marang anak-anak hebat sakwise tidak suwe bakal rampung
307,namanya rohimah,jenenge rohimah
308,mahasiswa hebat yang menghabiskan waktunya tahun,mahasiswa hebat sing ngentekake waktune tahun
309,untuk mengabdi mengajarkan anak-anak yang tidak mampu bersekolah,untuk ngabdi mengajar anak-anak sing tidak mampu sekolah
310,di pelosok-pelosok desa,ing pelosok-pelosok desa
311,assalamualaikum anak-anak hebat salam rohimah setiap memasuki kelas,assalamualaikum anak-anak hebat salam rohimah saben mlebu kelas
312,walaikumsalam bu jawab antusias dari anak-anak,walaikumsalam bu jawab antusias saka anak-anak
313,suasana kelas sangat hangat seperti biasa,suasana kelas banget hangat kayak biasane
314,dipenuhi canda tawa dan celotehan-celotehan bocah,kebak guyonan lan celotehan-celotehan bocah
315,rohimah memulai kelas dengan mengabsen satu persatu murid,rohimah miwiti kelas kanthi ngabsen siji-siji murid
316,setelah mengabsen ia baru menyadari jumlah murid di kelas hanya orang,sawise ngabsen dheweke anyar nyadari jumlah murid ing kelas mung wong
317,ia bertanya apakah ada yang tidak hadir untuk kelas hari ini,dheweke takon apa saya sing tidak hadir untuk kelas dina iki
318,badrul bu jawab salah seorang murid di kelas,badrul bu jawab salah siji murid ing kelas
319,namanya badrul murid yang mempunyai keistimewaan dalam dirinya,jenenge badrul murid sing nduwe kaistimewaan ing dheweke
320,sulit berkomunikasi kepada siapapun kecuali kepada rohimah,sulit komunikasi marang sapa saja kajaba marang rohimah
321,bahkan keluarganya sempat tidak mau mengakuinya,malah kulawargane sempat tidak mau ngakoni
322,semenjak rohimah mengajar badrul jadi lebih terbuka,sawise rohimah ngajar badrul dadi luwih terbuka
323,ia sering menceritakan hal-hal tidak mengenakan dari kedua orang tuanya kepada rohimah,dheweke asring nyritakake perkara-perkara sing tidak nyenengake saka loro orang tuwane marang rohimah
324,rohimah agak khawatir badrul tidak hadir hari ini,rohimah agak kuwatir badrul tidak hadir dina iki
325,pelajaran di kelaspun berjalan seperti biasa,pelajaran ing kelas juga mlaku kayak biasane
326,rohimah menerangkan materi dan diakhiri dengan kuis,rohimah nerangake materi lan diakhiri sama kuis
327,setelah pelajaran rohimah tidak pulang,sawise pelajaran rohimah tidak mulih
328,ia berniat mengunjungi rumah badrul,dheweke niat ngunjungi omahe badrul
329,ingin memastikan apakah ia baik-baik saja,mau mesthekake apa dheweke apik-apik wae
330,tidak ada yang menarik sepanjang jalan pulang,tidak saya sing menarik sepanjang dalan mulih
331,desa ini dipenuhi pepohonan rimbun,desa ini kebak pepohonan rimbun
332,sungai dan jembatan yang sudah reot,kali lan jembatan sing sudah reot
333,di ujung jalan sebelum jalan raya kerumunan orang berkumpul,ing ujung dalan sadurunge jalan raya kerumunan orang berkumpul
334,menghalangi jalan,nganggu dalan
335,ada bocah tertabrak truk jawab salah seorang warga,saya bocah ketabrak truk jawab salah siji warga
336,perasaan rohimah tidak enak karena sepengetahuan ia bocah di desa ini,perasaan rohimah tidak enak amarga setahu dheweke bocah ing desa ini
337,hanya murid-muridnya di sekolah,mung murid-muride ing sekolah
338,ia menghampiri kerumunan,dheweke ngadepi kerumunan
339,belum kelihatan korbannya,belum katon korbannya
340,ia semakin menerobos masuk kerumunan,dheweke saya menerobos mlebu kerumunan
341,terlihat korban terbaring tak bernyawa di tkp,katon korban terbaring tidak bernyawa ing tkp
342,kolam darah menggenang di sekitarnya,kolam darah nggenang ing sakitare
343,wajahnya hancur tidak dapat dikenali,rai-ne hancur tidak bisa dikenali
344,tapi rohimah tahu,nanging rohimah ngerti
345,itu adalah badrul,ikut ya badrul
346,rohimah menangis dan berteriak sejadi-jadinya,rohimah menangis lan teriak sejadi-jadinya
347,semua warga menenangkan rohimah yang sedang histeris,semua warga menenangkan rohimah sing lagi histeris
348,selang beberapa menit kedua orang tuanya datang ke tkp,sawise sawetara menit loro orang tuwane teka ing tkp
349,menangis sejadi-jadinya lagi,menangis sejadi-jadinya maneh
350,semua orang tidak bisa berkata apa-apa,semua orang tidak bisa berbicara apa-apa
351,semua diam menunggu ambulan,semua meneng ngenteni ambulan
352,diam mematung hanya suara isak tangis dari keluarga korban dan rohimah,meneng mematung mung swara isak tangis saka kulawarga korban lan rohimah
353,setelah menunggu ambulans datang cukup lama,sawise ngenteni ambulans teka cukup suwe
354,karena letak rumah sakit berada di luar desa,amarga letak rumah sakit saya ing njaba desa
355,cukup jauh,cukup adoh
356,ambulans tiba dengan menyalakan bunyi sirinenya,ambulans teka kanthi menyalakan swara sirine
357,ia mengeluarkan tandu dan mengangkat tubuh badrul yang sudah tidak bernyawa,dheweke ngeluarke tandu lan mengangkat awak badrul sing sudah tidak bernyawa
358,rohimah hampir saja kehilangan kesadaran melihat semua kejadian itu,rohimah meh saja kehilangan kesadaran ndeleng semua kedadeyan kuwi
359,tapi syukurlah ia bisa mengendalikan dirinya dengan terus menerus,nanging syukurlah dheweke bisa ngendhaleni dheweke kanthi terus-terusan
360,melantunkan dzikir,melantunkan dzikir
361,karena ia yakin allah menyayangi badrul dan semua yang terjadi padanya,amarga dheweke yakin allah nyayangi badrul lan semua sing kelakon marang dheweke
362,sudah dikehendaki allah,sudah dikehendaki allah
363,keadaan di rumah badrul sangat ramai,keadaan ing omah badrul banget rame
364,semua datang untuk berbela sungkawa,semua teka untuk bela sungkawa
365,isak tangis semakin menjadi-jadi,isak tangis saya tambah ngrembaka
366,orang tua yang dulu tidak menginginkan kehadirannya kini,orang tuwa sing biyen tidak ngingini kehadirane sekarang
367,menangis sejadi-jadinya saat badrul pergi aneh memang,menangis sejadi-jadinya nalika badrul lunga aneh tenan
368,bendera kuning disiapkan,bendera kuning disiapke
369,kain putih dan keranda mayat sudah siap,kain putih lan keranda mayat sudah siap
370,rohimah mendengar cerita dari tetangga badrul,rohimah dengar cerita saka tetanggane badrul
371,bahwa sebelum kejadian pertengkaran hebat terjadi di rumah badrul,manawa sadurunge kedadeyan pertengkaran hebat kelakon ing omahe badrul
372,badrul menangis dan berlari kencang tidak tahu arah,badrul menangis lan lari kencang tidak mengerti arah
373,sampai keadaan terakhirnya ia tertabrak mobil truk di ujung jalan raya,ganti keadaan pungkasane dheweke ketabrak mobil truk ing ujung jalan raya
374,rohimah benar-benar tidak menyangka mendengarnya,rohimah benaran tidak menyangka dengar kuwi
375,ia berharap kedua orang tua badrul sadar,dheweke mengharap loro orang tuwa badrul sadar
376,dan mengikhlaskan kepergian badrul agar ia bisa pergi dengan tenang,lan ngikhlaskan kepergian badrul supaya dheweke bisa lunga kanthi tenang
377,proses penguburan badrul berjalan lancar,proses penguburan badrul mlaku lancar
378,rohimah senang bisa mendampinginya sampai ke peristirahatan terakhir badrul,rohimah senang bisa ngancani ganti menyang peristirahatan pungkasan badrul
379,dengan angin sepoi-sepoi rohimah duduk berlutut di samping nisan badrul,kanthi angin sepoi-sepoi rohimah lungguh berlutut ing sisih nisan badrul
380,ia tidak bisa membendung air matanya,dheweke tidak bisa menahan air mata
381,ia berkata bahwa rohimah sangat menyayangi badrul dan akan selalu menyayangi,dheweke berbicara manawa rohimah banget nyayangi badrul lan bakal tansah nyayangi
382,badrul sampai kapanpun,badrul ganti kapan wae
383,sesampainya di rumah setelah melewati hari yang cukup panjang dan buruk,sesampai ing omah sawise liwat dina sing cukup dawa lan ala
384,ia kembali ke kamarnya,dheweke bali menyang kamare
385,mencontreng kalender dengan spidol merah,nglukis kalender nganggo spidol abang
386,hari lagi dan di hari terakhir aku kehilangan murid istimewaku,dina maneh lan ing dina pungkasan aku kehilangan murid istimewaku
387,batin rohimah,batin rohimah
388,ia membuka ponselnya melihat galeri dan memori-memori itu,dheweke mbukak ponsele ndeleng galeri lan memori-memori itu
389,tiba-tiba datang saat ia membuka foto tahun lalu,dadakan teka nalika dheweke mbukak foto tahun kepungkur
390,saat semua baru saja dimulai,nalika semua masih anyar diwiwiti
391,semua tampak masih malu-malu di foto pertama saat pelajaran dimulai,semua katon masih isin-isin ing foto pertama nalika pelajaran diwiwiti
392,memasuki bulan kedua semua tampak sudah semakin dekat dan hangat,mlebu bulan kaping loro semua katon sudah saya cedhak lan anget
393,foto rohimah bersama murid-muridnya ketika menantikan matahari terbenam,foto rohimah bareng murid-muride nalika ngenteni srengenge surup
394,dari atas tebing tinggi,saka ndhuwur tebing dhuwur
395,bulan-bulan selanjutnya tidak kalah seru,bulan-bulan salajenge tidak kalah seru
396,handphone rohimah sudah merekam semuanya,handphone rohimah sudah ngrekam kabeh
397,main di sawah memandikan kerbau makan bersama dan hal-hal lain,dolanan ing sawah memandikan kerbau mangan bareng lan perkara-perkara liyane
398,yang semuanya tersimpan rapi di galeri,sing semua disimpen rapi ing galeri
399,foto terakhir bersama badrul dua minggu lalu saat mereka bertigabelas,foto pungkasan bareng badrul rong minggu kepungkur nalika dheweke bertigabelas
400,mengunjungi sebuah bukit menyusuri jalanan-jalanan kecil,ngunjungi sawijining bukit nyusuri dalan-dalan cilik
401,dan mengikuti aliran sungai,lan ngetutake aliran kali
402,sampailah mereka di sebuah bukit yang sangat indah,tekane dheweke ing sawijining bukit sing banget endah
403,pemandangannya menyejukkan mata dan mendamaikan hati,pemandangane nyenengake mata lan ndamaikan atine
404,mereka menceritakan banyak hal sambil duduk berjejer di pinggir-pinggir bukit,dheweke nyritakake akeh perkara nalika lungguh berjejer ing pinggir-pinggir bukit
405,mengungkapkan cerita perihal hari-hari mereka masing-masing,ngungkapake cerita babagan dina-dina dheweke masing-masing
406,tanpa sadar air matanya menetes tidak terkendali,tanpa sadar air matane menetes tidak terkendali
407,malam ini suasananya tidak kondusif bagi rohimah,malam ini suasanane tidak kondusif untuk rohimah
408,rasa gelisah menghantui dirinya malam ini,rasa gelisah nguntit dheweke malam iki
409,semua terasa berat meninggalkan desa dengan sejuta kenangannya,semua krasa abot ninggalake desa sama sejuta kenangane
410,tapi rohimah harus melanjutkan kariernya di kota,nanging rohimah harus nerusake kariere ing kutha
411,seminggu telah berlalu tepat di mana hari kepulangannya tiba,seminggu sudah liwat pas nalika dina kepulangane teka
412,murid-murid menangis dan memeluk rohimah dengan sangat erat,murid-murid menangis lan nyeluk rohimah kanthi banget erat
413,rohimah tetap tegar walau hatinya hancur sehancur-hancurnya,rohimah tetap tegar sanadyan atine hancur sehancur-hancurne
414,semua berpelukan semua menangis di depan kendaraan yang,semua padha pelukan semua menangis ing mengharap kendaraan sing
415,akan mengantar rohimah pulang,bakal mengantar rohimah mulih
416,kalimat terakhirnya adalah selamat tinggal dan sebuah janji,kalimat pungkasane ya ikut selamat tinggal lan siji janji
417,bahwa suatu saat kita semua harus bertemu perpisahan bukanlah akhir,manawa siji dina kita semua harus bertemu perpisahan dudu akhir
418,dari segalanya suatu saat kita akan bertemu dan melepas kerinduan,saka kabeh siji dina kita bakal bertemu lan melepas kerinduan
419,bersama-sama di tempat awal cerita manis ini dimulai,bareng-bareng ing panggon awal cerita manis ini diwiwiti
420,hal yang paling aku takutkan dari perubahan itu adalah ketika musim berganti,hal sing paling aku wedi saka owah-owahan itu yaiku nalika musim ganti
421,banyak alasan yang membuatku berpikir aku harus takut saat musim berganti,akeh alasan sing nggawe aku pikir aku harus wedi nalika musim ganti
422,saat aku melewati ruang tamu mataku menatap sesuatu yang,nalika aku liwat ruang tamu mataku ndeleng soko sing
423,membuatku berhenti untuk mendekatinya dan menatapnya,nggawe aku mandheg untuk ngadepi lan ndeleng kuwi
424,aku rindu aku menaruh kembali benda tersebut,aku kangen aku nyelehake kamu barang itu
425,lalu berjalan keluar untuk mengunjungi seorang kenalan,banjur mlaku keluar untuk ngunjungi siji kenalan
426,dia tinggal di sebuah tempat yang jauh dari rumahku,dheweke manggon ing sawijining panggon sing adoh saka omahku
427,menaiki bus kota aku bisa melihat pemandangan kota ini,menaiki bis kutha aku bisa ndeleng pemandangan kutha ini
428,and when the seasons change,lan nalika musim ganti
429,lagi-lagi lirik itu terngiang di kepalaku,maneh-maneh lirik itu ngenggoni ing kepalaku
430,membuatku mengingat semua yang sudah terjadi selama beberapa tahun ini,nggawe aku ngelingi semua sing sudah kelakon sajrone sawetara tahun ini
431,setelah musim berganti,sawise musim berganti
432,dari arah luar aku dapat melihat salju mulai mencair,saka arah njaba aku bisa ndeleng salju wiwit mencair
433,sebentar lagi kota ini akan menyambut musim baru,sakdurunge kutha ini bakal nyambut musim anyar
434,jujur di lain sisi aku senang namun di lain sisi aku juga takut,jujur ing sisi liyane aku senang nanging ing sisi liyane aku juga wedi
435,jika musim berakhir dan berganti,yen musim rampung lan ganti
